Date	Query	IsImplicitIntent	Country	PopularityScore
2020-11-01	coronavirus new zealand	False	United Kingdom	1
2020-11-01	covid lockdown tier 2	False	United Kingdom	1
2020-11-01	coronavirus in spain	False	United States	1
2020-11-01	coronavirus update today	False	United States	1
2020-11-01	symptômes covid	False	France	1
2020-11-01	illinois positivity rate	True	United States	1
2020-11-01	coronavirus loire 42	False	France	1
2020-11-01	utah coronavirus numbers	False	United States	1
2020-11-01	david moyes	True	United Kingdom	1
2020-11-01	carte covid 19 par département	False	France	1
2020-11-01	pandemic unemployment assistance pua	True	United States	1
2020-11-01	servicesaustralia.gov.au	True	Australia	15
2020-11-01	dati coronavirus in tempo reale	False	Italy	1
2020-11-01	pharmamar	True	Spain	1
2020-11-01	media.interieur.gouv.fr/deplacement covid 19	False	France	1
2020-11-01	event 201	True	United States	1
2020-11-01	déclaration covid	False	France	1
2020-11-01	test and trace	True	United Kingdom	1
2020-11-01	korona symptomer	True	Norway	3
2020-11-01	ohio covid 19 alert level map	False	United States	1
2020-11-01	sars-cov-2	True	Germany	1
2020-11-01	situazione coronavirus	False	Italy	1
2020-11-01	scottish government coronavirus update	False	United Kingdom	3
2020-11-01	bing coronavirus tracker	False	United States	1
2020-11-01	symptômes covid 19 sans fièvre	False	France	1
2020-11-01	illinois travel restrictions	True	United States	1
2020-11-01	covid 19	False	Philippines	100
2020-11-01	priznaky covid	False	Czech Republic	7
2020-11-01	south dakota coronavirus	False	United States	2
2020-11-01	corona virus updates	False	South Africa	1
2020-11-01	www.niedersachsen.de/coronavirus	False	Germany	1
2020-11-01	coronavirus near me	False	United Kingdom	1
2020-11-01	coronavirus in sarasota florida	False	United States	1
2020-11-01	東京都	True	Japan	39
2020-11-01	carte covid 19 par departement	False	France	1
2020-11-01	utah coronavirus cases	False	United States	1
2020-11-01	covid in massachusetts	False	United States	1
2020-11-01	sterillium	True	Germany	1
2020-11-01	dati coronavirus	False	Italy	1
2020-11-01	covid france	False	Canada	1
2020-11-01	coronavirus update quebec	False	Canada	1
2020-11-01	ars paca	True	France	1
2020-11-01	spirit of tasmania	True	Australia	9
2020-11-01	kachelmann	True	Germany	1
2020-11-01	symptômes du coronavirus	False	France	1
2020-11-01	immune system boosters	True	United States	1
2020-11-01	福岡県庁ホームページ	True	Japan	7
2020-11-01	mesure covid	False	France	1
2020-11-01	event 201 coronavirus	False	United States	1
2020-11-01	test-for-coronavirus.service.gov.uk register	False	United Kingdom	1
2020-11-01	pwnhealth test results	True	United States	1
2020-11-01	covid	False	Czech Republic	52
2020-11-01	covid lockdown rules	False	United Kingdom	1
2020-11-01	labosud	True	France	1
2020-11-01	coronavirus mexico	False	United Kingdom	1
2020-11-01	utah coronavirus	False	United States	2
2020-11-01	kirklees lockdown	True	United Kingdom	1
2020-11-01	coronavirus in pa	False	United States	1
2020-11-01	carte covid 19 france	False	France	1
2020-11-01	coronavirus update texas	False	United States	1
2020-11-01	cronaca di napoli	True	Italy	2
2020-11-01	ontario coronavirus	False	Canada	2
2020-11-01	feuille dérogation coronavirus	False	France	1
2020-11-01	coronavirus loir et cher	False	France	1
2020-11-01	symptômes du coronavirus 2020	False	France	1
2020-11-01	immunocompromised	True	United States	1
2020-11-01	新型コロナウィルス感染マップ 日本	False	Japan	1
2020-11-01	snap benefits ny	True	United States	1
2020-11-01	sistema puglia	True	Italy	1
2020-11-01	コロナウイルス統計	False	Japan	1
2020-11-01	coronavirus essen	False	Germany	1
2020-11-01	sweden coronavirus	False	Australia	3
2020-11-01	coronavirus	False	Spain	9
2020-11-01	mesures covid	False	France	1
2020-11-01	covid espana	False	Spain	1
2020-11-01	everlywell	True	United States	1
2020-11-01	thailand coronavirus	False	United Kingdom	1
2020-11-01	sedgwick walmart	True	United States	1
2020-11-01	coronavirus map united kingdom	False	United Kingdom	1
2020-11-01	coronavirus in oregon	False	United States	1
2020-11-01	carte covid	False	France	1
2020-11-01	usafacts.org	True	United States	1
2020-11-01	covid 19 pas de calais	False	France	1
2020-11-01	best face masks	True	United States	1
2020-11-01	symptômes du covid 19	False	France	1
2020-11-01	imperial county	True	United States	1
2020-11-01	landratsamt waldshut	True	Germany	1
2020-11-01	pangolins	True	United States	1
2020-11-01	manitoba covid 19 update	False	Canada	21
2020-11-01	covid19.aslnapoli3sud.it	False	Italy	1
2020-11-01	doug ducey	True	United States	1
2020-11-01	derogation sortie	True	France	1
2020-11-01	edmonton covid 19 update	False	Canada	1
