Date	Query	IsImplicitIntent	Country	PopularityScore
2020-12-01	chiffres coronavirus	False	France	1
2020-12-01	biden speech	True	United States	1
2020-12-01	manitoba coronavirus update	False	Canada	2
2020-12-01	morts coronavirus france	False	France	1
2020-12-01	biden covid team	False	United States	1
2020-12-01	landratsamt biberach	True	Germany	1
2020-12-01	london ontario covid 19 update	False	Canada	2
2020-12-01	mort covid france	False	France	1
2020-12-01	cvs pharmacy covid 19 testing	False	United States	1
2020-12-01	biden covid plan	False	United States	1
2020-12-01	abruzzo covid	False	Italy	1
2020-12-01	sc dhec covid	False	United States	1
2020-12-01	canada covid vaccine	False	Canada	1
2020-12-01	decreto natale	True	Italy	1
2020-12-01	cvs pcr covid testing near me	False	United States	1
2020-12-01	london middlesex covid 19 cases	False	Canada	2
2020-12-01	landratsamt böblingen	True	Germany	1
2020-12-01	chiffres coronavirus france	False	France	1
2020-12-01	mort coronavirus france	False	France	1
2020-12-01	bettermed	True	United States	1
2020-12-01	cvs mychart login	True	United States	2
2020-12-01	ligne info covid	False	Canada	1
2020-12-01	abruzzo zona rossa	True	Italy	1
2020-12-01	jackson county oregon covid	False	United States	1
2020-12-01	mononucleose infectieuse	True	France	1
2020-12-01	sc dhec covid by zip code	False	United States	1
2020-12-01	better med	True	United States	1
2020-12-01	landratsamt coburg	True	Germany	1
2020-12-01	ligne covid	False	Canada	1
2020-12-01	canada emergency wage subsidy	True	Canada	3
2020-12-01	mondial relay	True	France	20
2020-12-01	decreto cura italia	True	Italy	1
2020-12-01	ultime news	True	Italy	1
2020-12-01	betsy devos	True	United States	1
2020-12-01	chiffres covid	False	France	2
2020-12-01	adriana volpe	True	Italy	1
2020-12-01	lewis hamilton covid	False	Canada	2
2020-12-01	landratsamt coburg coronavirus	False	Germany	1
2020-12-01	moderna	True	France	1
2020-12-01	bethlehem	True	United States	1
2020-12-01	lcbo hours	True	Canada	5
2020-12-01	aeroporto bologna	True	Italy	1
2020-12-01	oklahoma state department of health	True	United States	1
2020-12-01	ministère intérieur covid	False	France	1
2020-12-01	best stocks for coronavirus	False	United States	1
2020-12-01	lanark leeds and grenville health unit	True	Canada	1
2020-12-01	canada rent subsidy application	True	Canada	2
2020-12-01	landratsamt dachau	True	Germany	1
2020-12-01	decreto covid	False	Italy	1
2020-12-01	cvs mychart	True	United States	1
2020-12-01	ministère du travail	True	France	1
2020-12-01	chiffres covid 19	False	France	1
2020-12-01	best masks for covid	False	United States	1
2020-12-01	lambton public health	True	Canada	3
2020-12-01	aggiornamento coronavirus	False	Italy	1
2020-12-01	landratsamt forchheim	True	Germany	1
2020-12-01	ministère des sports coronavirus	False	France	1
2020-12-01	best mask for coronavirus	False	United States	1
2020-12-01	lambton health unit	True	Canada	1
2020-12-01	new york city coronavirus	False	United States	1
2020-12-01	aggiornamento coronavirus italia	False	Italy	1
2020-12-01	ministère des sports	True	France	1
2020-12-01	best gloves for covid 19	False	United States	1
2020-12-01	canadian tire hours	True	Canada	1
2020-12-01	kingstonist	True	Canada	2
2020-12-01	decreto conte	True	Italy	1
2020-12-01	sc unemployment	True	United States	1
2020-12-01	landratsamt heidenheim	True	Germany	1
2020-12-01	chiffres covid 19 france	False	France	1
2020-12-01	ministère de la santé	True	France	1
2020-12-01	best face masks	True	United States	1
2020-12-01	kingston covid 19 update	False	Canada	1
2020-12-01	alberto zangrillo	True	Italy	1
2020-12-01	ministère de l intérieur coronavirus	False	France	1
2020-12-01	best covid mask	False	United States	1
2020-12-01	landratsamt kronach	True	Germany	1
2020-12-01	cvs my chart	True	United States	1
2020-12-01	kfla public health coronavirus	False	Canada	1
2020-12-01	ministère de l intérieur attestation covid	False	France	1
2020-12-01	best covid 19 mask protection	False	United States	1
2020-12-01	cas covid	False	Canada	1
2020-12-01	alessandria news	True	Italy	1
2020-12-01	decreto	True	Italy	1
2020-12-01	scarf mask	True	United States	1
2020-12-01	kfla public health	True	Canada	2
2020-12-01	chiffres covid france	False	France	1
2020-12-01	coronavirus update	False	Fiji	1
2020-12-01	landratsamt lörrach	True	Germany	1
2020-12-01	ministere des sports	True	France	1
2020-12-01	best buy return policy	True	United States	1
2020-12-01	kfla	True	Canada	2
2020-12-01	alto adige	True	Italy	3
2020-12-01	ministere de la sante	True	France	1
2020-12-01	cvs minute clinic covid testing	False	United States	1
2020-12-01	bert ogden arena covid testing	False	United States	1
2020-12-01	landratsamt ostallgäu	True	Germany	1
2020-12-01	jacksonville covid 19 cases	False	United States	1
2020-12-01	cas covid quebec	False	Canada	3
2020-12-01	kelowna news	True	Canada	2
2020-12-01	deco	True	Italy	1
2020-12-01	test sierologico coronavirus	False	Italy	1
2020-12-01	ministere de l interieur coronavirus	False	France	1
2020-12-01	chine coronavirus	False	France	1
2020-12-01	berkeley bowl covid	False	United States	1
2020-12-01	cvs covid vaccine distribution	False	United States	1
2020-12-01	andamento coronavirus	False	Italy	1
2020-12-01	justin trudeau	True	Canada	15
2020-12-01	landratsamt pirna	True	Germany	2
2020-12-01	ministere de l interieur attestation covid	False	France	1
2020-12-01	bergen county nj	True	United States	1
2020-12-01	hippa laws 2020	True	United States	1
2020-12-01	jordan peterson	True	Canada	6
2020-12-01	coronavirus	False	Ecuador	77
2020-12-01	ansa campania	True	Italy	1
2020-12-01	cas covid québec	False	Canada	1
2020-12-01	michel onfray site	True	France	1
2020-12-01	dati covid oggi	False	Italy	2
2020-12-01	scdhec	True	United States	1
2020-12-01	bergen county covid testing	False	United States	1
2020-12-01	chloroquine	True	France	1
2020-12-01	johnson johnson covid vaccine	False	Canada	1
2020-12-01	landratsamt rastatt	True	Germany	1
2020-12-01	michel onfray covid	False	France	1
2020-12-01	bergen county	True	United States	1
2020-12-01	johnson and johnson vaccine	True	Canada	6
2020-12-01	covid	False	Ecuador	1
2020-12-01	ansa notizie	True	Italy	1
2020-12-01	oklahoma travel restrictions	True	United States	1
2020-12-01	michel onfray	True	France	1
2020-12-01	benzalkonium chloride	True	United States	1
2020-12-01	johnson and johnson covid 19 vaccine news	False	Canada	2
2020-12-01	cas de covid au quebec	False	Canada	1
2020-12-01	landratsamt sigmaringen	True	Germany	1
2020-12-01	dati covid 1 dicembre	False	Italy	1
2020-12-01	new stimulus proposal	True	United States	1
2020-12-01	michel cymes	True	France	1
2020-12-01	chomage partiel	True	France	2
2020-12-01	benton franklin health department	True	United States	1
2020-12-01	johns hopkins coronavirus update	False	Canada	1
2020-12-01	covid 19	False	Ecuador	39
2020-12-01	ansa puglia	True	Italy	1
2020-12-01	mhd	True	France	1
2020-12-01	cvs covid tests	False	United States	1
2020-12-01	ben shapiro	True	United States	1
2020-12-01	schedule covid test	False	United States	1
2020-12-01	johns hopkins coronavirus map	False	Canada	5
2020-12-01	landratsamt sonneberg	True	Germany	1
2020-12-01	mesures covid 19	False	France	1
2020-12-01	cas de covid au québec	False	Canada	1
2020-12-01	beltrami county covid cases	False	United States	1
2020-12-01	dati covid	False	Italy	1
2020-12-01	cvs covid testing sites	False	United States	1
2020-12-01	johns hopkins coronavirus dashboard	False	Canada	1
2020-12-01	chomage partiel covid 19	False	France	1
2020-12-01	ministerio de salud	True	Ecuador	1
