Date	Query	IsImplicitIntent	State	Country	PopularityScore
2020-12-01	manitoba covid	False	Manitoba	Canada	35
2020-12-01	angonoticias	True	Luanda Province	Angola	1
2020-12-01	coronavirus tracker	False	Texas	United States	1
2020-12-01	covid update	False	New Jersey	United States	1
2020-12-01	companies house	True	Greater Manchester	United Kingdom	53
2020-12-01	are we getting another stimulus check	True	New York	United States	1
2020-12-01	nationwide building society	True	Leicester City	United Kingdom	9
2020-12-01	superdrug	True	Tyne Wear	United Kingdom	12
2020-12-01	companies house	True	East Lothian	United Kingdom	17
2020-12-01	salvation army donations	True	South Carolina	United States	2
2020-12-01	mnp	True	Wisconsin	United States	1
2020-12-01	ny state covid	False	New York	United States	1
2020-12-01	boots the chemist	True	Brighton And Hove	United Kingdom	4
2020-12-01	corona virus	False	Oregon	United States	2
2020-12-01	cyprus mail	True	Nicosia	Cyprus	1
2020-12-01	autocertificazione	True	Emilia-Romagna	Italy	8
2020-12-01	travis perkins	True	Lancashire	United Kingdom	2
2020-12-01	covid	False	Lancashire	United Kingdom	1
2020-12-01	coronavirus	False	Florida	United States	10
2020-12-01	currys pc world	True	Merseyside	United Kingdom	24
2020-12-01	erie county health department	True	New York	United States	1
2020-12-01	coronavirus trend in texas	False	Texas	United States	1
2020-12-01	covid vaccine	False	New Jersey	United States	3
2020-12-01	joe wicks	True	Greater Manchester	United Kingdom	1
2020-12-01	nouvelle attestation	True	Occitanie	France	3
2020-12-01	tier 3 restrictions	True	Durham	United Kingdom	12
2020-12-01	covid vaccine update	False	North Carolina	United States	3
2020-12-01	morrisons	True	Staffordshire	United Kingdom	29
2020-12-01	moderna	True	Wisconsin	United States	4
2020-12-01	covid antibody test	False	Nevada	United States	1
2020-12-01	sainsburys groceries	True	Bristol	United Kingdom	17
2020-12-01	mondial relay	True	Brittany	France	17
2020-12-01	covid italia oggi	False	Campania	Italy	1
2020-12-01	swale	True	Gloucestershire	United Kingdom	2
2020-12-01	coronovirus update	False	London	United Kingdom	1
2020-12-01	gov uk coronavirus	False	Worcestershire	United Kingdom	4
2020-12-01	cvs covid test	False	New York	United States	1
2020-12-01	manitoba covid 19	False	Manitoba	Canada	5
2020-12-01	koronawirus w polsce	True	Zachodniopomorskie	Poland	18
2020-12-01	coronavirus trends	False	Texas	United States	1
2020-12-01	covid vaccine update	False	New Jersey	United States	4
2020-12-01	attestation de déplacement professionnel	True	Ile-De-France	France	5
2020-12-01	asepeyo	True	Catalonia	Spain	2
2020-12-01	coventry building society	True	South Yorkshire	United Kingdom	4
2020-12-01	vaccine for coronavirus update	False	Ohio	United States	1
2020-12-01	moderna stock	True	Wisconsin	United States	8
2020-12-01	nhs jobs	True	Leicester City	United Kingdom	28
2020-12-01	sc coronavirus	False	South Carolina	United States	1
2020-12-01	smyths	True	West Berkshire	United Kingdom	7
2020-12-01	ages dashboard	True	Styria	Austria	23
2020-12-01	2nd stimulus check	True	Ohio	United States	1
2020-12-01	corona virus updates	False	Florida	United States	1
2020-12-01	nombre de cas covid france	False	Occitanie	France	1
2020-12-01	protezione civile	True	Veneto	Italy	3
2020-12-01	coronavirus update	False	Texas	United States	13
2020-12-01	covid19	False	New Jersey	United States	1
2020-12-01	drudge report 2020	True	New Hampshire	United States	2
2020-12-01	face shields for coronavirus	False	California	United States	1
2020-12-01	新型 コロナ ウイルス	False	Tochigi	Japan	63
2020-12-01	moderna vaccine	True	Wisconsin	United States	2
2020-12-01	covid	False	Maharashtra	India	11
2020-12-01	carewell urgent care	True	Massachusetts	United States	4
2020-12-01	ontario covid zone map	False	Ontario	Canada	2
2020-12-01	unemployment login	True	New York	United States	3
2020-12-01	covid symptoms	False	Nevada	United States	5
2020-12-01	que es el covid 19	False	Distrito Nacional	Dominican Republic	100
2020-12-01	hmrc login	True	Milton Keynes	United Kingdom	31
2020-12-01	attestation de deplacement	True	Normandy	France	100
2020-12-01	magdeburg	True	Berlin	Germany	1
2020-12-01	coronavirus update worldometer	False	Texas	United States	1
2020-12-01	covid19 nj	False	New Jersey	United States	1
2020-12-01	manitoba covid 19 update	False	Manitoba	Canada	100
2020-12-01	koronawirus zachodniopomorskie	True	Zachodniopomorskie	Poland	1
2020-12-01	cdc covid	False	Utah	United States	2
2020-12-01	gov uk	True	Southampton	United Kingdom	12
2020-12-01	mrna	True	Wisconsin	United States	1
2020-12-01	worldometers coronavirus update	False	Ontario	Canada	2
2020-12-01	ocado	True	Leicester City	United Kingdom	6
2020-12-01	tibo inshape	True	Ile-De-France	France	1
2020-12-01	tier 3	True	Durham	United Kingdom	3
2020-12-01	ecb cricket	True	London	United Kingdom	1
2020-12-01	corona virus update	False	Florida	United States	1
2020-12-01	mondial relay	True	Occitanie	France	21
2020-12-01	coronavirus updates	False	Texas	United States	2
2020-12-01	covid19 nj gov	False	New Jersey	United States	1
2020-12-01	screwfix	True	Cardiff	United Kingdom	33
